,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artists names,popularity,error,ranking
320,0.799,0.436,1.0,-9.975,0.0,0.379,0.283,0.000105,0.0968,0.311,80.028,audio_features,1WIfWj5skn5UUZTs4cEFBe,spotify:track:1WIfWj5skn5UUZTs4cEFBe,https://api.spotify.com/v1/tracks/1WIfWj5skn5UUZTs4cEFBe,https://api.spotify.com/v1/audio-analysis/1WIfWj5skn5UUZTs4cEFBe,217566.0,4.0,Location,Khalid,59,,21
321,0.774,0.626,3.0,-4.432,0.0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,audio_features,4iLqG9SeJSnt0cSPICSjxv,spotify:track:4iLqG9SeJSnt0cSPICSjxv,https://api.spotify.com/v1/tracks/4iLqG9SeJSnt0cSPICSjxv,https://api.spotify.com/v1/audio-analysis/4iLqG9SeJSnt0cSPICSjxv,211475.0,4.0,Attention,Charlie Puth,7,,22
322,0.857,0.8,2.0,-4.035,1.0,0.0583,0.381,0.0,0.0913,0.966,121.996,audio_features,79cuOz3SPQTuFrp8WgftAu,spotify:track:79cuOz3SPQTuFrp8WgftAu,https://api.spotify.com/v1/tracks/79cuOz3SPQTuFrp8WgftAu,https://api.spotify.com/v1/audio-analysis/79cuOz3SPQTuFrp8WgftAu,199440.0,4.0,There's Nothing Holdin' Me Back,Shawn Mendes,5,,23
323,0.929,0.723,11.0,-5.792,0.0,0.109,0.0672,0.0,0.346,0.458,125.022,audio_features,2771LMNxwf62FTAdpJMQfM,spotify:track:2771LMNxwf62FTAdpJMQfM,https://api.spotify.com/v1/tracks/2771LMNxwf62FTAdpJMQfM,https://api.spotify.com/v1/audio-analysis/2771LMNxwf62FTAdpJMQfM,223962.0,4.0,Bodak Yellow,Cardi B,66,,24
324,0.745,0.359,1.0,-10.429,1.0,0.112,0.192,0.00628,0.138,0.55,160.123,audio_features,2Uvy6SkNqxvnH1W68dymxG,spotify:track:2Uvy6SkNqxvnH1W68dymxG,https://api.spotify.com/v1/tracks/2Uvy6SkNqxvnH1W68dymxG,https://api.spotify.com/v1/audio-analysis/2Uvy6SkNqxvnH1W68dymxG,326933.0,4.0,Redbone,Childish Gambino,1,,25
325,0.735,0.451,0.0,-8.374,1.0,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,audio_features,3NdDpSvN911VPGivFlV5d0,spotify:track:3NdDpSvN911VPGivFlV5d0,https://api.spotify.com/v1/tracks/3NdDpSvN911VPGivFlV5d0,https://api.spotify.com/v1/audio-analysis/3NdDpSvN911VPGivFlV5d0,245200.0,4.0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2,,26
326,0.64,0.533,0.0,-6.596,1.0,0.0706,0.119,0.0,0.0864,0.515,99.968,audio_features,3eR23VReFzcdmS7TYCrhCe,spotify:track:3eR23VReFzcdmS7TYCrhCe,https://api.spotify.com/v1/tracks/3eR23VReFzcdmS7TYCrhCe,https://api.spotify.com/v1/audio-analysis/3eR23VReFzcdmS7TYCrhCe,220781.0,4.0,It Ain't Me (with Selena Gomez),"Kygo, Selena Gomez",77,,27
327,0.746,0.653,7.0,-6.745,1.0,0.289,0.378,0.0,0.229,0.672,75.016,audio_features,2EEeOnHehOozLq4aS0n6SL,spotify:track:2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/tracks/2EEeOnHehOozLq4aS0n6SL,https://api.spotify.com/v1/audio-analysis/2EEeOnHehOozLq4aS0n6SL,253107.0,4.0,iSpy (feat. Lil Yachty),"KYLE, Lil Yachty",74,,28
328,0.683,0.427,8.0,-6.827,1.0,0.0777,0.368,0.0,0.0604,0.426,113.634,audio_features,1sXUWdKx03aP9Gmzft58rt,spotify:track:1sXUWdKx03aP9Gmzft58rt,https://api.spotify.com/v1/tracks/1sXUWdKx03aP9Gmzft58rt,https://api.spotify.com/v1/audio-analysis/1sXUWdKx03aP9Gmzft58rt,176347.0,4.0,Issues,Julia Michaels,1,,29
329,0.319,0.739,0.0,-5.74,1.0,0.272,0.0285,0.0,0.111,0.449,194.169,audio_features,42ydLwx4i5V49RXHOozJZq,spotify:track:42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/tracks/42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/audio-analysis/42ydLwx4i5V49RXHOozJZq,230227.0,4.0,Scars To Your Beautiful,Alessia Cara,79,,30
330,0.627,0.572,5.0,-7.738,0.0,0.0373,0.568,1.52e-06,0.198,0.361,100.041,audio_features,5aFQU3VPCQ3YGfKBA4tLfj,spotify:track:5aFQU3VPCQ3YGfKBA4tLfj,https://api.spotify.com/v1/tracks/5aFQU3VPCQ3YGfKBA4tLfj,https://api.spotify.com/v1/audio-analysis/5aFQU3VPCQ3YGfKBA4tLfj,250173.0,4.0,1-800-273-8255,"Logic, Alessia Cara, Khalid",2,,31
331,0.728,0.426,0.0,-6.69,1.0,0.0509,0.0142,0.0,0.0546,0.844,85.908,audio_features,167NczpNbRF7oWakJaY3Hh,spotify:track:167NczpNbRF7oWakJaY3Hh,https://api.spotify.com/v1/tracks/167NczpNbRF7oWakJaY3Hh,https://api.spotify.com/v1/audio-analysis/167NczpNbRF7oWakJaY3Hh,188174.0,4.0,Slow Hands,Niall Horan,2,,32
332,0.509,0.637,4.0,-4.83,0.0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,audio_features,26QRPeQOgmIGLCQKgoUJkG,spotify:track:26QRPeQOgmIGLCQKgoUJkG,https://api.spotify.com/v1/tracks/26QRPeQOgmIGLCQKgoUJkG,https://api.spotify.com/v1/audio-analysis/26QRPeQOgmIGLCQKgoUJkG,224000.0,3.0,Love On The Brain,Rihanna,1,,33
333,0.769,0.813,0.0,-5.9,0.0,0.143,0.429,0.0,0.0952,0.567,92.985,audio_features,4RepvCWqsP6zBuzvwYibAS,spotify:track:4RepvCWqsP6zBuzvwYibAS,https://api.spotify.com/v1/tracks/4RepvCWqsP6zBuzvwYibAS,https://api.spotify.com/v1/audio-analysis/4RepvCWqsP6zBuzvwYibAS,269187.0,4.0,I Feel It Coming,"The Weeknd, Daft Punk",2,,34
334,0.684,0.549,9.0,-5.695,1.0,0.248,0.11,0.0,0.125,0.277,81.441,audio_features,0PyWKgNmGiYTFe6MXN5U4K,spotify:track:0PyWKgNmGiYTFe6MXN5U4K,https://api.spotify.com/v1/tracks/0PyWKgNmGiYTFe6MXN5U4K,https://api.spotify.com/v1/audio-analysis/0PyWKgNmGiYTFe6MXN5U4K,222360.0,4.0,Bounce Back,Big Sean,0,,35
335,0.869,0.485,6.0,-5.595,1.0,0.0545,0.246,0.0,0.0765,0.527,106.028,audio_features,6EpRaXYhGOB3fj4V2uDkMJ,spotify:track:6EpRaXYhGOB3fj4V2uDkMJ,https://api.spotify.com/v1/tracks/6EpRaXYhGOB3fj4V2uDkMJ,https://api.spotify.com/v1/audio-analysis/6EpRaXYhGOB3fj4V2uDkMJ,204502.0,4.0,Strip That Down,"Liam Payne, Quavo",3,,36
336,0.928,0.481,9.0,-9.35,0.0,0.287,0.105,0.0,0.176,0.613,134.007,audio_features,5o2r7507gCOYdRMeR3noqZ,spotify:track:5o2r7507gCOYdRMeR3noqZ,https://api.spotify.com/v1/tracks/5o2r7507gCOYdRMeR3noqZ,https://api.spotify.com/v1/audio-analysis/5o2r7507gCOYdRMeR3noqZ,210937.0,4.0,Fake Love,Drake,0,,37
337,0.775,0.617,7.0,-6.166,1.0,0.0701,0.341,0.0,0.0985,0.485,100.048,audio_features,2QbFClFyhMMtiurUjuQlAe,spotify:track:2QbFClFyhMMtiurUjuQlAe,https://api.spotify.com/v1/tracks/2QbFClFyhMMtiurUjuQlAe,https://api.spotify.com/v1/audio-analysis/2QbFClFyhMMtiurUjuQlAe,214265.0,4.0,Don't Wanna Know (feat. Kendrick Lamar),"Maroon 5, Kendrick Lamar",1,,38
338,0.773,0.68,9.0,-6.378,0.0,0.141,0.213,1.57e-05,0.122,0.497,128.062,audio_features,6uFsE1JgZ20EXyU0JQZbUR,spotify:track:6uFsE1JgZ20EXyU0JQZbUR,https://api.spotify.com/v1/tracks/6uFsE1JgZ20EXyU0JQZbUR,https://api.spotify.com/v1/audio-analysis/6uFsE1JgZ20EXyU0JQZbUR,211859.0,4.0,Look What You Made Me Do,Taylor Swift,1,,39
339,0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,audio_features,66qlqxhEMpSHOzjRK4il0b,spotify:track:66qlqxhEMpSHOzjRK4il0b,https://api.spotify.com/v1/tracks/66qlqxhEMpSHOzjRK4il0b,https://api.spotify.com/v1/audio-analysis/66qlqxhEMpSHOzjRK4il0b,261154.0,4.0,Castle on the Hill,Ed Sheeran,63,,40
340,0.678,0.696,2.0,-4.79,1.0,0.133,0.206,0.0,0.164,0.254,137.822,audio_features,6TXglvsCOo7dQrEgRiIdO0,spotify:track:6TXglvsCOo7dQrEgRiIdO0,https://api.spotify.com/v1/tracks/6TXglvsCOo7dQrEgRiIdO0,https://api.spotify.com/v1/audio-analysis/6TXglvsCOo7dQrEgRiIdO0,239293.0,4.0,Bad Things (with Camila Cabello),"Machine Gun Kelly, Camila Cabello",0,,41
341,0.646,0.644,2.0,-6.763,1.0,0.031,0.0243,0.0,0.0888,0.251,99.999,audio_features,15vzANxN8G9wWfwAJLLMCg,spotify:track:15vzANxN8G9wWfwAJLLMCg,https://api.spotify.com/v1/tracks/15vzANxN8G9wWfwAJLLMCg,https://api.spotify.com/v1/audio-analysis/15vzANxN8G9wWfwAJLLMCg,221520.0,4.0,Paris,The Chainsmokers,72,,42
342,0.648,0.738,6.0,-5.883,0.0,0.247,0.0408,0.0,0.292,0.603,159.145,audio_features,4pLwZjInHj3SimIyN9SnOz,spotify:track:4pLwZjInHj3SimIyN9SnOz,https://api.spotify.com/v1/tracks/4pLwZjInHj3SimIyN9SnOz,https://api.spotify.com/v1/audio-analysis/4pLwZjInHj3SimIyN9SnOz,226160.0,4.0,Side To Side,"Ariana Grande, Nicki Minaj",1,,43
343,0.72,0.763,9.0,-4.068,0.0,0.0523,0.406,0.0,0.18,0.742,101.965,audio_features,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088.0,4.0,Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",76,,44
344,0.78,0.798,1.0,-5.151,0.0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969,audio_features,7FESgYLcOufHqKlwrvJN60,spotify:track:7FESgYLcOufHqKlwrvJN60,https://api.spotify.com/v1/tracks/7FESgYLcOufHqKlwrvJN60,https://api.spotify.com/v1/audio-analysis/7FESgYLcOufHqKlwrvJN60,163251.0,4.0,Feel It Still,Portugal. The Man,63,,45
345,0.476,0.718,8.0,-5.309,1.0,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,audio_features,4pdPtRcBmOSQDlJ3Fk945m,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/tracks/4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/audio-analysis/4pdPtRcBmOSQDlJ3Fk945m,205947.0,4.0,Let Me Love You,"DJ Snake, Justin Bieber",3,,46
346,0.704,0.633,11.0,-6.923,0.0,0.241,0.0214,0.0,0.29,0.863,144.021,audio_features,3m660poUr1chesgkkjQM7P,spotify:track:3m660poUr1chesgkkjQM7P,https://api.spotify.com/v1/tracks/3m660poUr1chesgkkjQM7P,https://api.spotify.com/v1/audio-analysis/3m660poUr1chesgkkjQM7P,203760.0,4.0,Sorry Not Sorry,Demi Lovato,4,,47
347,0.884,0.346,8.0,-8.228,0.0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,audio_features,2fQrGHiQOvpL9UgPvtYy6G,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,220307.0,4.0,Bank Account,21 Savage,79,,48
348,0.667,0.83,0.0,-5.715,1.0,0.0749,0.0123,0.0,0.191,0.701,113.03,audio_features,6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/audio-analysis/6JV2JOEocMgcZxYSZelKcc,236002.0,4.0,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,77,,49
349,0.705,0.714,11.0,-6.39,0.0,0.0792,0.0249,0.0,0.253,0.434,104.996,audio_features,7fwXWKdDNI5IutOMc5OKYw,spotify:track:7fwXWKdDNI5IutOMc5OKYw,https://api.spotify.com/v1/tracks/7fwXWKdDNI5IutOMc5OKYw,https://api.spotify.com/v1/audio-analysis/7fwXWKdDNI5IutOMc5OKYw,209733.0,4.0,Mi Gente (feat. Beyoncé),"J Balvin, Willy William, Beyoncé",3,,50
350,0.6,0.81,0.0,-4.749,1.0,0.0479,0.00683,0.21,0.155,0.298,167.88,audio_features,0tKcYR2II1VCQWT79i5NrW,spotify:track:0tKcYR2II1VCQWT79i5NrW,https://api.spotify.com/v1/tracks/0tKcYR2II1VCQWT79i5NrW,https://api.spotify.com/v1/audio-analysis/0tKcYR2II1VCQWT79i5NrW,187147.0,4.0,Thunder,Imagine Dragons,3,,51
351,0.865,0.687,10.0,-3.744,0.0,0.217,0.242,0.0,0.158,0.486,139.023,audio_features,7KOlJ92bu51cltsD9KU5I7,spotify:track:7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/tracks/7KOlJ92bu51cltsD9KU5I7,https://api.spotify.com/v1/audio-analysis/7KOlJ92bu51cltsD9KU5I7,242407.0,4.0,T-Shirt,Migos,69,,52
352,0.91,0.444,1.0,-8.126,0.0,0.344,0.022,0.0,0.137,0.53,149.953,audio_features,4knL4iPxPOZjQzTUlELGSY,spotify:track:4knL4iPxPOZjQzTUlELGSY,https://api.spotify.com/v1/tracks/4knL4iPxPOZjQzTUlELGSY,https://api.spotify.com/v1/audio-analysis/4knL4iPxPOZjQzTUlELGSY,276333.0,4.0,Rake It Up (feat. Nicki Minaj),"Yo Gotti, Nicki Minaj",70,,53
353,0.561,0.674,4.0,-4.882,0.0,0.0818,0.118,0.0,0.111,0.383,148.127,audio_features,0Zxswuv5xzIhxDnsKJLq82,spotify:track:0Zxswuv5xzIhxDnsKJLq82,https://api.spotify.com/v1/tracks/0Zxswuv5xzIhxDnsKJLq82,https://api.spotify.com/v1/audio-analysis/0Zxswuv5xzIhxDnsKJLq82,208733.0,4.0,Mercy,Shawn Mendes,1,,54
354,0.497,0.489,11.0,-7.724,0.0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,2BoS7pU92MQtynhQ0cZOLT,spotify:track:2BoS7pU92MQtynhQ0cZOLT,https://api.spotify.com/v1/tracks/2BoS7pU92MQtynhQ0cZOLT,https://api.spotify.com/v1/audio-analysis/2BoS7pU92MQtynhQ0cZOLT,268187.0,4.0,Tunnel Vision,Kodak Black,56,,55
355,0.577,0.522,5.0,-6.594,0.0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,audio_features,7wGoVu4Dady5GV0Sv4UIsx,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx,218320.0,4.0,rockstar,"Post Malone, 21 Savage",4,,56
356,,,,,,,,,,,,,,,,,,,In Case You Didn't Know,Brett Young,0,"{'status': 400, 'message': 'invalid request'}",57
357,0.732,0.396,4.0,-9.348,0.0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,audio_features,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,195920.0,4.0,Heathens,Twenty One Pilots,81,,58
358,0.663,0.575,6.0,-4.907,0.0,0.0458,0.1,3.16e-06,0.133,0.458,110.04,audio_features,0Nhu3zSYbEz32IYiobV75e,spotify:track:0Nhu3zSYbEz32IYiobV75e,https://api.spotify.com/v1/tracks/0Nhu3zSYbEz32IYiobV75e,https://api.spotify.com/v1/audio-analysis/0Nhu3zSYbEz32IYiobV75e,214802.0,4.0,Now Or Never,Halsey,1,,59
359,0.952,0.318,10.0,-10.357,1.0,0.467,0.174,0.0,0.205,0.665,120.077,audio_features,7FB8l7UA1HKqnuSLjP9qDc,spotify:track:7FB8l7UA1HKqnuSLjP9qDc,https://api.spotify.com/v1/tracks/7FB8l7UA1HKqnuSLjP9qDc,https://api.spotify.com/v1/audio-analysis/7FB8l7UA1HKqnuSLjP9qDc,209640.0,4.0,Caroline,Aminé,0,,60
360,0.804,0.886,1.0,-2.512,1.0,0.04,0.0837,0.0,0.266,0.789,144.946,audio_features,0pSBuHjILhNEo55xK1zrRt,spotify:track:0pSBuHjILhNEo55xK1zrRt,https://api.spotify.com/v1/tracks/0pSBuHjILhNEo55xK1zrRt,https://api.spotify.com/v1/audio-analysis/0pSBuHjILhNEo55xK1zrRt,238587.0,4.0,Rolex,Ayo & Teo,77,,61
361,0.636,0.516,1.0,-6.694,1.0,0.37,0.00449,0.0,0.0948,0.444,139.953,audio_features,1roxa5NuYKiHtB3PiFHEsx,spotify:track:1roxa5NuYKiHtB3PiFHEsx,https://api.spotify.com/v1/tracks/1roxa5NuYKiHtB3PiFHEsx,https://api.spotify.com/v1/audio-analysis/1roxa5NuYKiHtB3PiFHEsx,185947.0,4.0,DNA.,Kendrick Lamar,0,,62
362,0.807,0.887,1.0,-3.892,1.0,0.275,0.00381,0.0,0.391,0.78,160.517,audio_features,1lItf5ZXJc1by9SbPeljFd,spotify:track:1lItf5ZXJc1by9SbPeljFd,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd,https://api.spotify.com/v1/audio-analysis/1lItf5ZXJc1by9SbPeljFd,144244.0,4.0,Juju on That Beat (TZ Anthem),"Zay Hilfigerrr, Zayion McCall",62,,63
363,0.672,0.326,8.0,-9.36,1.0,0.0634,0.225,2.87e-05,0.101,0.154,140.008,audio_features,4VSVT9njJD3BsXIdCNHOVQ,spotify:track:4VSVT9njJD3BsXIdCNHOVQ,https://api.spotify.com/v1/tracks/4VSVT9njJD3BsXIdCNHOVQ,https://api.spotify.com/v1/audio-analysis/4VSVT9njJD3BsXIdCNHOVQ,208120.0,4.0,Swang,Rae Sremmurd,0,,64
364,0.809,0.463,11.0,-11.377,1.0,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,7hDc8b7IXETo14hHIHdnhd,spotify:track:7hDc8b7IXETo14hHIHdnhd,https://api.spotify.com/v1/tracks/7hDc8b7IXETo14hHIHdnhd,https://api.spotify.com/v1/audio-analysis/7hDc8b7IXETo14hHIHdnhd,298941.0,4.0,Passionfruit,Drake,2,,65
365,0.681,0.523,9.0,-8.963,0.0,0.0542,0.021,0.0,0.178,0.473,110.812,audio_features,7zjRBaNkVjk1vZ8JqxQIXO,spotify:track:7zjRBaNkVjk1vZ8JqxQIXO,https://api.spotify.com/v1/tracks/7zjRBaNkVjk1vZ8JqxQIXO,https://api.spotify.com/v1/audio-analysis/7zjRBaNkVjk1vZ8JqxQIXO,227360.0,4.0,LOYALTY. FEAT. RIHANNA.,"Kendrick Lamar, Rihanna",0,,66
366,0.576,0.39,10.0,-7.202,1.0,0.0297,0.491,0.0,0.111,0.319,73.433,audio_features,0jdny0dhgjUwoIp5GkqEaA,spotify:track:0jdny0dhgjUwoIp5GkqEaA,https://api.spotify.com/v1/tracks/0jdny0dhgjUwoIp5GkqEaA,https://api.spotify.com/v1/audio-analysis/0jdny0dhgjUwoIp5GkqEaA,230267.0,4.0,Praying,Kesha,74,,67
367,0.841,0.728,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837.0,4.0,goosebumps,Travis Scott,89,,68
368,0.697,0.716,9.0,-6.288,0.0,0.113,0.118,0.0,0.0424,0.506,99.905,audio_features,21TdkDRXuAB3k90ujRU1et,spotify:track:21TdkDRXuAB3k90ujRU1et,https://api.spotify.com/v1/tracks/21TdkDRXuAB3k90ujRU1et,https://api.spotify.com/v1/audio-analysis/21TdkDRXuAB3k90ujRU1et,234308.0,4.0,Cold (feat. Future),"Maroon 5, Future",3,,69
369,0.886,0.525,8.0,-7.39,1.0,0.131,0.236,0.0,0.057,0.708,145.99,audio_features,4a87wpeqAcOv03pYihEzku,spotify:track:4a87wpeqAcOv03pYihEzku,https://api.spotify.com/v1/tracks/4a87wpeqAcOv03pYihEzku,https://api.spotify.com/v1/audio-analysis/4a87wpeqAcOv03pYihEzku,225205.0,4.0,Broccoli (feat. Lil Yachty),"Shelley FKA DRAM, Lil Yachty",53,,70
370,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,audio_features,6gpcs5eMhJwax4mIfKDYQk,spotify:track:6gpcs5eMhJwax4mIfKDYQk,https://api.spotify.com/v1/tracks/6gpcs5eMhJwax4mIfKDYQk,https://api.spotify.com/v1/audio-analysis/6gpcs5eMhJwax4mIfKDYQk,230813.0,4.0,Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos",73,,71
371,0.612,0.799,10.0,-4.603,1.0,0.0275,0.00898,0.0,0.172,0.687,125.976,audio_features,7zVCrzzEJU7u24sbJPXA5W,spotify:track:7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/tracks/7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,188253.0,4.0,What Ifs (feat. Lauren Alaina),"Kane Brown, Lauren Alaina",75,,72
372,0.448,0.801,0.0,-5.363,1.0,0.165,0.0733,0.0,0.146,0.462,189.798,audio_features,6520aj0B4FSKGVuKNsOCOi,spotify:track:6520aj0B4FSKGVuKNsOCOi,https://api.spotify.com/v1/tracks/6520aj0B4FSKGVuKNsOCOi,https://api.spotify.com/v1/audio-analysis/6520aj0B4FSKGVuKNsOCOi,237734.0,4.0,Chained To The Rhythm,"Katy Perry, Skip Marley",0,,73
373,0.893,0.745,11.0,-3.105,0.0,0.0571,0.0642,0.0,0.0943,0.872,101.018,audio_features,5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/tracks/5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,223413.0,4.0,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav",75,,74
374,0.617,0.567,0.0,-4.188,1.0,0.0828,0.0584,0.0,0.0933,0.505,90.246,audio_features,1CnPYaKxTVb4LWOtiGOm0m,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,https://api.spotify.com/v1/tracks/1CnPYaKxTVb4LWOtiGOm0m,https://api.spotify.com/v1/audio-analysis/1CnPYaKxTVb4LWOtiGOm0m,217603.0,4.0,All Time Low,Jon Bellion,71,,75
375,0.464,0.813,10.0,-6.185,1.0,0.0416,0.0153,0.0,0.254,0.515,75.977,audio_features,6xHI9KjUjYT0FPtGO8Mxa1,spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,https://api.spotify.com/v1/tracks/6xHI9KjUjYT0FPtGO8Mxa1,https://api.spotify.com/v1/audio-analysis/6xHI9KjUjYT0FPtGO8Mxa1,222533.0,4.0,Hurricane,Luke Combs,77,,76
376,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,audio_features,1mXVgsBdtIVeCLJnSnmtdV,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV,201000.0,4.0,Too Good At Goodbyes,Sam Smith,81,,77
377,0.798,0.539,1.0,-6.351,1.0,0.0421,0.199,1.66e-05,0.165,0.394,136.949,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,202547.0,4.0,Young Dumb & Broke,Khalid,81,,78
378,0.795,0.584,11.0,-7.322,0.0,0.29,0.0115,0.0,0.52,0.452,163.005,audio_features,4gUQE7JiIwnQKde4RtKytB,spotify:track:4gUQE7JiIwnQKde4RtKytB,https://api.spotify.com/v1/tracks/4gUQE7JiIwnQKde4RtKytB,https://api.spotify.com/v1/audio-analysis/4gUQE7JiIwnQKde4RtKytB,181812.0,4.0,Magnolia,Playboi Carti,0,,79
379,0.795,0.594,0.0,-6.2,1.0,0.0747,0.111,0.0,0.162,0.409,135.002,audio_features,0q75NwOoFiARAVp4EXU4Bs,spotify:track:0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,275080.0,4.0,Love Galore (feat. Travis Scott),"SZA, Travis Scott",78,,80
380,0.839,0.81,5.0,-5.274,0.0,0.0568,0.501,0.0,0.117,0.814,129.014,audio_features,6Q2FftbUG530lCtBI74bMH,spotify:track:6Q2FftbUG530lCtBI74bMH,https://api.spotify.com/v1/tracks/6Q2FftbUG530lCtBI74bMH,https://api.spotify.com/v1/audio-analysis/6Q2FftbUG530lCtBI74bMH,209269.0,4.0,Drowning (feat. Kodak Black),"A Boogie Wit da Hoodie, Kodak Black",0,,81
381,0.724,0.628,4.0,-4.219,1.0,0.0962,0.409,0.0,0.105,0.524,99.898,audio_features,2zDt2TfQbxiSPjTVJTgbwz,spotify:track:2zDt2TfQbxiSPjTVJTgbwz,https://api.spotify.com/v1/tracks/2zDt2TfQbxiSPjTVJTgbwz,https://api.spotify.com/v1/audio-analysis/2zDt2TfQbxiSPjTVJTgbwz,181880.0,4.0,Starving,"Hailee Steinfeld, Grey, Zedd",1,,82
382,0.85,0.405,7.0,-7.509,0.0,0.225,0.119,0.000118,0.0707,0.344,139.976,audio_features,5tFep7dXGd7vEJ668wTPux,spotify:track:5tFep7dXGd7vEJ668wTPux,https://api.spotify.com/v1/tracks/5tFep7dXGd7vEJ668wTPux,https://api.spotify.com/v1/audio-analysis/5tFep7dXGd7vEJ668wTPux,190312.0,4.0,Both (feat. Drake),"Gucci Mane, Drake",69,,83
